HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Group,GroupSize,CabinDeck,CabinNum,CabinSide,log_RoomService,log_FoodCourt,log_ShoppingMall,log_Spa,log_VRDeck,Surname,AgeBins,GroupBins,GroupSizeBins,CabinNumBins,log_RoomServiceBins,log_FoodCourtBins,log_ShoppingMallBins,log_SpaBins,log_VRDeckBins
Earth,False,55 Cancri e,17.0,False,False,2441.0,1,F,468.0,S,0.0,2.4849066497880004,6.202535517187923,0.0,5.921578419643816,Bowenasey,"(-0.001, 17.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Mars,True,TRAPPIST-1e,34.0,False,True,2442.0,1,F,505.0,P,0.0,0.0,0.0,0.0,0.0,Perie,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,31.0,False,False,2443.0,1,D,72.0,P,7.285506548522785,6.045005314036012,4.343805421853684,0.0,0.0,Leonzaley,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,55 Cancri e,43.0,False,False,2444.0,1,F,506.0,P,1.9459101490553132,5.4680601411351315,1.3862943611198906,6.1070228877422545,4.007333185232471,Pentss,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,PSO J318.5-22,43.0,False,False,2445.0,1,E,170.0,S,6.401917196727186,1.3862943611198906,3.332204510175204,4.499809670330265,4.248495242049359,Lerez,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,33.0,False,True,2446.0,1,F,507.0,P,0.0,0.0,6.495265555937008,0.0,4.553876891600541,Hoppernardy,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Mars,True,TRAPPIST-1e,28.0,False,True,2449.0,3,F,508.0,P,0.0,0.0,0.0,0.0,0.0,Nacke,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,True,TRAPPIST-1e,27.0,False,False,2449.0,3,E,146.0,P,0.0,0.0,0.0,0.0,0.0,Nacke,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,True,TRAPPIST-1e,7.0,False,True,2449.0,3,F,508.0,P,0.0,0.0,0.0,0.0,0.0,Nacke,"(-0.001, 17.0]","(-0.001, 3350.0]","(1, 8]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,PSO J318.5-22,16.0,False,False,2451.0,1,G,395.0,S,0.0,0.0,0.0,0.0,0.0,Currisones,"(-0.001, 17.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,55 Cancri e,42.0,False,False,2452.0,1,F,470.0,S,6.267200548541362,1.0986122886681098,3.367295829986474,5.087596335232384,0.0,Wiggs,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Mars,True,TRAPPIST-1e,27.0,False,True,2453.0,1,E,147.0,P,0.0,0.0,0.0,0.0,0.0,Teake,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,19.0,False,False,2454.0,1,F,510.0,P,0.0,0.0,0.0,5.062595033026967,6.4692503167957724,Monroellynn,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Mars,False,TRAPPIST-1e,42.0,False,False,2455.0,1,F,471.0,S,6.318968113746434,0.0,7.063903961472068,0.0,5.62040086571715,Muste,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,True,PSO J318.5-22,13.0,False,False,2456.0,1,G,399.0,P,0.0,0.0,0.0,0.0,0.0,Jarvey,"(-0.001, 17.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,16.0,False,True,2457.0,1,G,400.0,P,0.0,0.0,0.0,0.0,0.0,Raney,"(-0.001, 17.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,21.0,False,True,2458.0,1,F,511.0,P,3.4657359027997265,4.543294782270004,6.361302477572996,0.0,0.0,Mcphernard,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,PSO J318.5-22,28.0,False,True,2460.0,1,G,402.0,P,0.0,0.0,0.0,0.0,0.0,Solon,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,69.0,False,False,2461.0,1,G,396.0,S,0.0,0.0,0.0,0.0,0.0,Leeves,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,PSO J318.5-22,15.0,False,False,2462.0,1,G,397.0,S,0.0,0.0,0.0,0.0,0.0,Flowensley,"(-0.001, 17.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,48.0,False,False,2463.0,1,E,171.0,S,4.07753744390572,0.0,2.5649493574615367,0.0,0.0,Johnshines,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,42.0,False,False,2466.0,1,F,472.0,S,0.0,0.6931471805599453,4.127134385045092,6.8001700683022,0.0,Harmond,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,42.0,False,False,2467.0,1,D,83.0,S,6.907755278982137,0.0,3.912023005428146,0.0,2.4849066497880004,Datty,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,23.0,False,False,2470.0,2,G,398.0,S,4.941642422609304,0.0,0.0,6.342121418721152,0.0,Bookst,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(300.0, 700.0]","(0.0, 9.57]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,26.0,False,False,2470.0,2,G,398.0,S,0.0,0.0,0.0,6.298949246855942,0.0,Bookst,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,45.0,False,False,2471.0,1,G,403.0,P,0.0,0.0,6.111467339502679,4.553876891600541,5.8998973535824915,Johnsby,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,30.0,False,False,2472.0,1,E,173.0,S,6.6293632534374485,1.6094379124341003,3.4339872044851463,0.0,0.0,Patrichane,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,True,TRAPPIST-1e,36.0,False,True,2474.0,1,F,475.0,S,0.0,0.0,0.0,0.0,0.0,Che,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,False,TRAPPIST-1e,43.0,False,False,2475.0,1,C,85.0,P,0.0,3.332204510175204,0.0,8.181440695719374,8.200837258379849,Folhal,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,35.0,False,False,2476.0,1,F,512.0,P,0.0,0.0,0.6931471805599453,0.0,7.142827401161621,Arner,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Europa,True,TRAPPIST-1e,21.0,False,True,2477.0,2,C,86.0,P,0.0,0.0,0.0,0.0,0.0,Suptibler,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,55 Cancri e,50.0,False,True,2477.0,2,C,86.0,P,0.0,0.0,0.0,0.0,0.0,Suptibler,"(42.0, 79.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,TRAPPIST-1e,52.0,False,False,2478.0,1,G,404.0,P,0.0,0.0,0.0,0.0,0.0,Bardina,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,PSO J318.5-22,21.0,False,False,2479.0,1,G,398.4818013899795,S,0.0,0.0,0.0,0.0,0.0,Gordanieves,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,55 Cancri e,41.0,False,False,2480.0,1,F,476.0,S,6.52649485957079,0.0,0.0,0.0,2.8903717578961645,Llovers,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,False,55 Cancri e,35.0,False,False,2483.0,1,F,477.0,S,7.861341795599989,5.278114659230517,0.0,0.0,0.0,Crayeson,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,26.0,False,False,2486.0,2,F,513.0,P,6.315358001522335,5.262690188904886,3.4339872044851463,0.0,0.6931471805599453,Lopelases,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,17.0,False,False,2486.0,2,F,513.0,P,6.371611847231857,6.6052979209482015,4.007333185232471,0.0,6.432940092739179,Lopelases,"(-0.001, 17.0]","(-0.001, 3350.0]","(1, 8]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Mars,False,TRAPPIST-1e,69.0,False,False,2488.0,1,D,85.0,S,8.40827078419205,0.0,6.26530121273771,0.0,6.2166061010848646,Wate,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Europa,True,TRAPPIST-1e,27.0,False,True,2489.0,1,B,72.0,P,0.0,0.0,0.0,0.0,0.0,Purellliss,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,PSO J318.5-22,25.0,False,False,2491.0,1,G,401.0,S,1.0986122886681098,7.924072324923417,6.315358001522335,0.0,7.238496840894365,Haydenzier,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Mars,True,TRAPPIST-1e,27.0,False,True,2492.0,1,F,480.0,S,0.0,0.0,0.0,0.0,0.0,Burry,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,25.0,False,False,2496.0,1,F,481.0,S,4.174387269895637,0.0,0.0,6.493753839851686,0.0,Goody,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,False,55 Cancri e,36.0,False,False,2497.0,1,G,401.40782511094386,S,0.0,0.0,0.0,3.5263605246161616,6.429719478039138,Foledges,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,14.0,False,False,2498.0,1,E,176.0,S,5.003946305945459,0.0,3.5553480614894135,6.695798917058491,0.0,Kellson,"(-0.001, 17.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Europa,True,55 Cancri e,27.0,False,True,2499.0,1,C,89.0,S,0.0,0.0,0.0,0.0,0.0,Valindle,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,22.0,False,False,2500.0,1,G,403.0,S,5.60947179518496,3.8066624897703196,0.0,6.970730078143525,6.037870919922137,Hoppernardy,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,24.0,False,False,2502.0,1,G,404.0,S,6.773080375655535,2.5649493574615367,0.6931471805599453,0.0,1.3862943611198906,Beckerson,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(0.0, 10.091]"
Mars,False,TRAPPIST-1e,4.0,False,False,2503.0,2,F,516.0,P,5.7430031878094825,0.0,6.61472560020376,5.4510384535657,0.0,Shrie,"(-0.001, 17.0]","(-0.001, 3350.0]","(1, 8]","(300.0, 700.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,4.0,False,True,2503.0,2,F,516.0,P,0.0,0.0,0.0,0.0,0.0,Shrie,"(-0.001, 17.0]","(-0.001, 3350.0]","(1, 8]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,19.0,False,False,2505.0,2,E,149.0,P,0.0,2.6390573296152584,5.676753802268282,6.1779441140506,1.0986122886681098,Mckinn,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Earth,False,TRAPPIST-1e,19.0,False,False,2505.0,2,E,149.0,P,0.0,1.791759469228055,1.6094379124341003,6.295266001439646,5.476463551931511,Mckinn,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Europa,False,55 Cancri e,38.0,False,False,2506.0,3,A,19.0,P,0.0,7.826842098158293,3.8501476017100584,9.305832353435404,1.791759469228055,Apenelexy,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(0.0, 10.091]"
Europa,True,55 Cancri e,39.0,False,True,2506.0,3,A,19.0,P,0.0,0.0,0.0,0.0,0.0,Apenelexy,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,False,55 Cancri e,23.0,False,False,2506.0,3,A,19.0,P,3.6109179126442243,7.811163385025279,0.0,5.945420608606575,6.6895992691789665,Apenelexy,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Europa,True,55 Cancri e,57.0,False,True,2508.0,2,D,86.0,S,0.0,0.0,0.0,0.0,0.0,Switud,"(42.0, 79.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,TRAPPIST-1e,18.0,False,True,2508.0,2,D,86.0,S,0.0,0.0,0.0,0.0,0.0,Switud,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,43.0,False,False,2509.0,1,F,483.0,S,0.0,2.302585092994046,7.044032897274685,0.0,0.0,Georgasey,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,28.0,False,True,2510.0,1,F,517.0,P,3.5553480614894135,0.0,7.202661196523238,4.5217885770490405,0.0,Cusa,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(-1.0, 0.0]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Europa,False,55 Cancri e,33.0,False,False,2512.0,2,C,91.0,S,0.0,9.077951183930438,0.0,7.933438387627489,8.414938957377482,Parymider,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Europa,True,55 Cancri e,37.0,False,True,2512.0,2,C,91.0,S,0.0,0.0,0.0,0.0,0.0,Parymider,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,28.0,False,False,2513.0,1,G,404.0087350851344,S,0.0,4.02535169073515,0.0,6.48768401848461,0.0,Mathison,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(-1.0, 0.0]"
Europa,False,55 Cancri e,28.0,True,False,2515.0,2,B,96.0,S,1.0986122886681098,7.6708948313621175,0.0,6.077642243349034,8.67812085552252,Forous,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(0.0, 9.57]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Europa,True,55 Cancri e,18.0,False,True,2515.0,2,B,96.0,S,0.0,0.0,0.0,0.0,0.0,Forous,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,55 Cancri e,29.0,False,False,2516.0,1,G,406.0,P,4.330733340286331,2.8903717578961645,0.0,5.356586274672012,6.2285110035911835,Romason,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Europa,True,TRAPPIST-1e,29.0,False,True,2518.0,2,C,87.0,P,0.0,0.0,0.0,0.0,0.0,Fouseding,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,55 Cancri e,28.0,False,True,2518.0,2,C,87.0,P,0.0,0.0,0.0,0.0,0.0,Fouseding,"(17.0, 42.0]","(-0.001, 3350.0]","(1, 8]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,False,TRAPPIST-1e,24.0,False,True,2519.0,1,F,485.0,S,5.153291594497779,6.654152520183219,5.84354441703136,0.0,0.0,Whitez,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,False,TRAPPIST-1e,59.0,False,False,2520.0,1,C,88.0,P,0.0,8.5956346177228,0.0,5.655991810819852,7.035268599281097,Crantiale,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(0.0, 10.303]","(-1.0, 0.0]","(0.0, 10.017]","(0.0, 10.091]"
Mars,True,TRAPPIST-1e,43.0,False,False,2521.0,1,E,151.0,P,0.0,0.0,0.0,0.0,0.0,Cry,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,True,TRAPPIST-1e,20.0,False,True,2522.0,1,F,520.0,P,0.0,0.0,0.0,0.0,0.0,Crité,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,55 Cancri e,23.0,False,True,2523.0,1,B,73.0,P,0.0,0.0,0.0,0.0,0.0,Oilpfulle,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,55 Cancri e,27.0,False,True,2524.0,1,D,74.0,P,0.0,0.0,0.0,0.0,0.0,Witeronfus,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Europa,True,55 Cancri e,38.0,False,True,2526.0,1,B,74.0,P,0.0,0.0,0.0,0.0,0.0,Fatted,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(-0.001, 300.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Earth,True,PSO J318.5-22,38.0,False,True,2527.0,1,G,405.0,S,0.0,0.0,0.0,0.0,0.0,Brownings,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,48.0,False,True,2528.0,1,F,487.0,S,6.461468176353717,6.023447592961033,4.709530201312334,0.0,0.0,Bau,"(42.0, 79.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(-1.0, 0.0]","(-1.0, 0.0]"
Mars,False,TRAPPIST-1e,25.0,False,False,2530.0,1,F,488.0,S,7.45876269238096,0.6931471805599453,5.247024072160486,0.6931471805599453,0.0,Start,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(0.0, 9.57]","(0.0, 10.303]","(0.0, 10.064]","(0.0, 10.017]","(-1.0, 0.0]"
Earth,True,PSO J318.5-22,25.0,False,True,2531.0,1,G,407.0,P,0.0,0.0,0.0,0.0,0.0,Danielps,"(17.0, 42.0]","(-0.001, 3350.0]","(0, 1]","(300.0, 700.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]","(-1.0, 0.0]"
